POA_CODE,STATE,Weighted average income,Weighted average IRSAD quartile,Mortgage percentage unaffordability,Rent percentage unaffordability,House,Semi-detached,Apartment,House percentage,Semi-detached percentrage,Apartment percentage,Owned outright percentage,Mortage percentage,Renting percentage
4070,QLD,141469.3293,3.180090045,12.69521411,34.21052632,4044,150,11,96.17122473,3.567181926,0.261593341,30.85670963,55.44604498,13.69724539
4073,QLD,150167.5105,3.084055181,9.849086577,31.53347732,2860,293,199,85.3221957,8.741050119,5.936754177,37.90029713,45.13040607,16.9692968
4074,QLD,133500.3294,2.978553557,11.38525565,29.72582973,8202,621,67,92.26096738,6.985376828,0.753655793,36.81983071,44.72793229,18.452237
4075,QLD,138473.6015,2.893272204,10.49553709,28.82466281,7167,1348,1644,70.54828231,13.26902254,16.18269515,30.21936047,38.92829859,30.85234094
4076,QLD,93819.1898,2.28712297,13.97849462,33.63499246,1721,213,24,87.89581205,10.8784474,1.225740552,26.11806798,29.87477639,44.00715564
4077,QLD,83171.52495,2.105226782,20.26365348,34.90530303,9051,3511,318,70.27173913,27.25931677,2.468944099,19.14874308,26.96251928,53.88873763
4078,QLD,108320.6616,2.610313242,14.37644342,31.49105368,8556,770,191,89.90228013,8.090784911,2.006934958,23.64787112,44.16570771,32.18642117
4101,QLD,122316.1049,2.563393708,16.17995264,35.17168391,2698,535,15128,14.69418877,2.913784652,82.39202658,17.43645805,19.15823996,63.405302
4102,QLD,113478.8854,2.463192335,10.96096096,34.21150278,1528,31,3522,30.07282031,0.610116119,69.31706357,11.59351145,17.70038168,70.70610687
4103,QLD,119643.7433,2.63575419,11.34204276,31.63672655,3045,1122,2720,44.21373602,16.29156382,39.49470016,17.98351915,29.10001616,52.9164647
4104,QLD,128848.5427,2.708796764,10.8496732,31.97405005,1481,604,1232,44.64877902,18.2092252,37.14199578,25.29455081,31.73784978,42.96759941
4105,QLD,122837.9222,2.667314831,10.32222829,30.92682927,3591,1029,1674,57.05433746,16.34890372,26.59675882,24.34550312,35.67230632,39.98219056
4106,QLD,93924.51542,2.322981366,20.65217391,36.84210526,645,28,64,87.51696065,3.799185889,8.68385346,19.87381703,30.75709779,49.36908517
4107,QLD,123092.1716,2.782447466,10.13306039,32.50366032,2316,223,67,88.87183423,8.557175748,2.570990023,24.24369748,45.08403361,30.67226891
4108,QLD,95694.39809,2.397260274,17.50465549,34.85005171,1925,277,333,75.93688363,10.9270217,13.13609467,23.99643176,27.1632471,48.84032114
4109,QLD,106646.3224,2.620275344,22.68535596,34.9874547,11078,1860,455,82.71485104,13.88785186,3.397297095,38.04086538,26.82005495,35.13907967
4110,QLD,107987.2695,2.658665659,16.68198529,32.22908478,5239,489,114,89.6781924,8.370421089,1.951386511,15.91170825,45.4318618,38.65642994
4111,QLD,102451.1131,2.5382263,14,44,250,0,101,71.22507123,0,28.77492877,31.86119874,33.4384858,34.70031546
4112,QLD,125963.2189,2.985092193,17.16833891,33.15508021,2328,388,5,85.5567806,14.25946343,0.183755972,34.35876948,40.59129045,25.04994007
4113,QLD,109792.6815,2.712883311,19.78533095,35.02984606,7145,3084,226,68.34050693,29.49784792,2.161645146,30.4801239,32.52452246,36.99535364
4114,QLD,69563.74862,1.731285576,17.4688057,40.37743675,7676,2899,687,68.15840881,25.74143136,6.10015983,19.50225746,20.86774584,59.6299967
4115,QLD,113671.7821,2.838205723,17.26775956,31.94822888,5756,1107,59,83.15515747,15.99248772,0.852354811,27.34105857,47.25963044,25.39931099
4116,QLD,114848.2938,2.933349007,21.83186951,33.06306306,6681,2475,20,72.80950305,26.97253705,0.217959895,27.56226054,42.81609195,29.62164751
4117,QLD,104413.3824,2.635678392,20.25316456,34.75409836,763,124,0,86.02029312,13.97970688,0,10.76923077,45.12820513,44.1025641
4118,QLD,103296.1192,2.493184512,14.97905888,35.20773639,9961,889,181,90.30006346,8.059106155,1.640830387,23.17755143,45.63610945,31.18633913
4119,QLD,116425.8744,2.863336475,19.54397394,33.51648352,1949,363,41,82.83042924,15.42711432,1.742456439,23.75296912,47.98099762,28.26603325
4120,QLD,120723.7249,2.611816193,9.84020185,28.52248394,2025,416,2670,39.62042653,8.139307376,52.24026609,15.7513181,28.44903339,55.79964851
4121,QLD,149245.8712,2.921981224,8.831908832,25.8038258,8401,418,1231,83.5920398,4.15920398,12.24875622,27.9925324,42.49945091,29.50801669
4122,QLD,116011.6146,2.672090113,13.34349981,33.09365782,12864,2251,3212,70.19152071,12.28242484,17.52605446,28.90567877,34.83426761,36.26005362
4123,QLD,121750.2513,2.885654064,16.88272535,36.14058355,7344,755,177,88.73852102,9.122764621,2.138714355,28.32532051,49.09188034,22.58279915
4124,QLD,117216.9249,2.718510252,14.28145498,35.04639543,7353,443,45,93.77630404,5.649789568,0.573906389,22.4059293,54.84606613,22.74800456
4125,QLD,99352.10645,2.406885397,14.71321696,33.93695506,4197,626,10,86.84047176,12.95261742,0.206910821,28.84888678,32.30696352,38.84414969
4127,QLD,100875.7298,2.40234375,14.11265899,39.29083095,8007,2019,334,77.28764479,19.48841699,3.223938224,26.75690309,39.45858148,33.78451543
4128,QLD,122266.1495,2.798153953,12.28136882,36.57195234,5372,401,336,87.93583238,6.564085775,5.500081846,26.58898305,52.01271186,21.39830508
4129,QLD,106008.6006,2.529964222,12.93995859,34.16252073,2266,141,58,91.92697769,5.720081136,2.352941176,22.00544465,48.23049002,29.76406534
4130,QLD,136022.8654,2.918005355,12.42816092,43.28767123,2890,180,24,93.40659341,5.8177117,0.775694893,33.63821138,52.57452575,13.78726287
4131,QLD,83923.73714,2.103244838,17.04545455,39.7066527,3305,671,399,75.54285714,15.33714286,9.12,15.61816193,26.88730853,57.49452954
4132,QLD,85357.64088,2.094922737,16.62371134,39.71319871,7666,1186,22,86.38719856,13.36488618,0.247915258,14.58773784,34.88372093,50.52854123
4133,QLD,92099.46844,2.282125604,17.32101617,37.60268857,6626,1274,313,80.67697553,15.51199318,3.811031292,23.01474759,34.86954056,42.11571185
4151,QLD,134765.5385,2.750588235,10.34164358,27.44489289,3353,788,4333,39.56809063,9.299032334,51.13287704,22.25201072,31.62198391,46.12600536
4152,QLD,141476.6559,2.860995496,10.97380129,26.20940268,13455,4097,1217,71.68735681,21.82854707,6.484096116,32.80540352,39.08233376,28.11226272
4153,QLD,142264.5297,2.967871486,13.37579618,27.07423581,1427,169,0,89.41102757,10.58897243,0,35.85548739,47.37559646,16.76891616
4154,QLD,170867.5679,3.248027057,9.116488464,29.18660287,3224,484,15,86.59683051,13.0002686,0.402900886,25.12063582,55.3789384,19.50042577
4155,QLD,176438.6337,3.035087719,21.9858156,58.33333333,473,0,11,97.72727273,0,2.272727273,50.79726651,38.26879271,10.93394077
4156,QLD,164834.9861,3.278799613,14.97797357,28.20512821,980,96,7,90.48938135,8.864265928,0.646352724,37.56145526,49.16420846,13.27433628
4157,QLD,108087.1867,2.500829417,13.36455331,40,6053,1422,195,78.9178618,18.53976532,2.542372881,31.94852427,43.15288852,24.89858721
4158,QLD,97676.78377,2.341191067,14.3126177,42.36111111,1079,569,28,64.37947494,33.94988067,1.670644391,33.8770389,36.88833124,29.23462986
4159,QLD,115175.2354,2.599286787,12.68317332,36.92992214,4696,656,308,82.96819788,11.59010601,5.441696113,37.54385965,42.57309942,19.88304094
4160,QLD,128877.9281,2.759970674,11.28577187,38.46153846,6071,895,303,83.51905351,12.31256019,4.168386298,37.93721973,41.46487294,20.59790732
4161,QLD,105419.3047,2.515348997,13.16108195,37.99472296,5792,347,138,92.273379,5.528118528,2.198502469,29.1010843,48.47848898,22.42042672
4163,QLD,103243.916,2.3234711,15.78298397,44.7803765,4281,1487,1476,59.09718388,20.52733297,20.37548316,40.52400377,28.74176341,30.73423282
4164,QLD,129281.3589,2.834011901,12.33595801,34.05511811,5861,826,64,86.81676789,12.23522441,0.948007703,25.40497193,47.82678428,26.76824379
4165,QLD,115009.7194,2.63967933,12.85103217,36.06097072,13228,1257,406,88.83218051,8.441340407,2.726479081,32.79684179,46.09778318,21.10537504
4169,QLD,128144.9707,2.528924479,12.7480916,31.16558279,1737,294,6971,19.29571206,3.265940902,77.43834703,18.62241355,20.09443133,61.28315512
4170,QLD,149615.2739,2.860850153,9.544008484,26.35406219,6552,2405,2847,55.50660793,20.37444934,24.11894273,20.24614806,38.79180759,40.96204434
4171,QLD,171734.078,3.00850998,10.80952381,27.86734224,3784,1019,2392,52.59207783,14.16261293,33.24530924,26.10929472,36.7740931,37.11661217
4172,QLD,139872.8989,2.823275862,11.57024793,25.15822785,1378,424,213,68.38709677,21.04218362,10.5707196,19.73969631,42.84164859,37.4186551
4173,QLD,114092.8722,2.599009901,12.16216216,28.20838628,2742,627,90,79.27146574,18.12662619,2.601908066,29.78390229,43.47009082,26.74600689
4174,QLD,120283.5755,2.6781158,12.92929293,28.38427948,978,98,0,90.89219331,9.107806691,0,19.77911647,54.31726908,25.90361446
4178,QLD,113821.8844,2.485942991,11.95423065,36.30672926,8075,1767,1335,72.24657779,15.80925114,11.94417107,28.50079114,36.37262658,35.12658228
4179,QLD,126557.7987,2.657280772,10.80979284,36.28742515,6289,1264,378,79.29643172,15.9374606,4.766107679,33.68348307,41.10573601,25.21078093
4183,QLD,93145.74843,2.084826762,20,46.80851064,1492,146,247,79.15119363,7.74535809,13.10344828,47.28033473,21.9665272,30.75313808
4184,QLD,54374.08864,1.656402737,19.64735516,62.29116945,5422,0,5,99.90786807,0,0.092131933,52.83018868,23.36146971,23.80834161
4205,QLD,71272.98991,1.898621249,15.96330275,44.47368421,2063,753,0,73.25994318,26.74005682,0,39.56925676,25.59121622,34.83952703
4207,QLD,93041.71159,2.275084218,14.84426773,39.65206959,21689,3392,1327,82.13041503,12.84459255,5.024992427,23.03519507,37.01340971,39.95139522
4208,QLD,122062.1868,2.779135462,14.15484634,34.26688633,7645,447,88,93.4596577,5.464547677,1.075794621,21.60797342,51.37541528,27.0166113
4209,QLD,110978.6983,2.629824561,16.11125352,37.8296146,19790,5143,194,78.75989971,20.46802245,0.772077845,12.69897418,39.08295012,48.2180757
4210,QLD,121846.8338,2.828907331,16.26688723,43.32603939,6455,1298,42,82.80949326,16.65169981,0.538806928,21.38461538,57.4965035,21.11888112
4211,QLD,103921.2232,2.523267417,16.90124462,46.03652796,16596,5100,1881,70.39063494,21.6312508,7.978114264,26.98220442,45.37873847,27.63905711
4212,QLD,123114.6867,2.667422334,18.25694966,46.14457831,9465,2329,1563,70.86172045,17.43655012,11.70172943,36.6301932,39.49393059,23.87587622
4213,QLD,122914.6519,2.81300071,16.78449259,42.64507422,9251,1256,108,87.15025907,11.83231276,1.017428168,30.43612425,52.27319482,17.29068093
4214,QLD,107392.8074,2.578375113,17.65860039,43.38146811,11361,2478,677,78.26536236,17.07081841,4.663819234,30.70969739,40.01238294,29.27791967
4215,QLD,81061.21819,2.048483299,20.06435302,50.91048987,5826,8179,13480,21.19701655,29.75804985,49.0449336,22.93347211,21.24642207,55.82010582
4216,QLD,94264.29406,2.202041785,20.29447853,53.25431483,8307,5522,5574,42.81296707,28.45951657,28.72751636,39.94426945,27.91979646,32.13593409
4217,QLD,103625.4384,2.264473613,23.15180216,51.92087156,5262,2656,19596,19.12480919,9.653267427,71.22192338,33.62836664,23.85425717,42.51737619
4218,QLD,115663.3342,2.469430929,20.4178273,46.46226415,6751,2831,9714,34.9865257,14.67143449,50.3420398,33.28381437,29.62648557,37.08970006
4220,QLD,110791.593,2.489928114,17.64705882,43.43314557,7064,3385,4885,46.06756228,22.07512717,31.85731055,35.05865568,34.74952441,30.19181991
4221,QLD,108939.8888,2.498132459,15.67505721,45.86230876,6726,2397,3744,52.27325717,18.62905106,29.09769177,33.78957934,36.54530523,29.66511543
4223,QLD,110473.6321,2.549514919,19.8693522,47.32547597,4071,1297,852,65.45016077,20.85209003,13.6977492,36.7335563,39.68784838,23.57859532
4224,QLD,105762.0461,2.504110613,16.33554084,45.37931034,1373,931,931,42.44204019,28.77897991,28.77897991,29.48086396,39.37097385,31.14816218
4225,QLD,92385.45934,2.115323011,21.53846154,49.55812373,665,322,4594,11.91542734,5.769575345,82.31499731,36.90779419,19.38359654,43.70860927
4226,QLD,105950.4885,2.537206555,18.56375183,47.13441275,7859,4883,2039,53.16960963,33.03565388,13.79473649,32.00301773,35.1565447,32.84043757
4227,QLD,108329.9194,2.59901223,16.97171381,46.59090909,4519,3013,1738,48.74865156,32.50269687,18.74865156,22.29609403,40.37753769,37.32636828
4228,QLD,140555.204,2.95443196,17.2519084,45.3125,1658,57,29,95.06880734,3.268348624,1.662844037,40.33397559,50.28901734,9.377007065
4270,QLD,124347.8109,2.886567164,16.88125894,38.31775701,1472,0,6,99.59404601,0,0.405953992,25.45731707,64.63414634,9.908536585
4272,QLD,100856.6299,2.569917355,17.73879142,55.18134715,3262,162,20,94.71544715,4.703832753,0.580720093,45.35117057,39.89966555,14.74916388
4275,QLD,114844.2551,2.649425287,19.140625,31.11111111,1444,19,13,97.83197832,1.287262873,0.880758808,33.66418528,47.97353184,18.36228288
4280,QLD,118859.4668,2.761950594,15.88325653,40.52004334,6750,69,50,98.26757898,1.00451303,0.727907992,21.50187327,61.29662812,17.20149862
4285,QLD,94845.93078,2.320553781,14.51612903,49.08883827,7725,893,29,89.33734243,10.32728114,0.335376431,30.5781759,42.52171553,26.90010858
4287,QLD,77356.67216,2.010830325,21.66666667,36.36363636,356,0,0,100,0,0,53.95683453,26.97841727,19.0647482
4300,QLD,116107.4235,2.691343392,11.99276591,28.66520788,21879,2132,336,89.8632275,8.756725675,1.380046823,15.34913753,45.30024905,39.35061341
4301,QLD,92145.65295,2.267037921,13.46791202,33.59173127,10768,1804,200,84.30942687,14.12464767,1.565925462,13.53383459,33.26172574,53.20443967
4303,QLD,73875.24235,1.825811001,14.2394822,32.67776097,1474,168,44,87.42586002,9.964412811,2.609727165,20.28880866,25.77617329,53.93501805
4304,QLD,81623.99692,2.044756663,10.80942623,38.01147228,6488,989,390,82.47108173,12.57150121,4.957417059,25.21329803,32.14180641,42.64489556
4305,QLD,89483.57402,2.173127698,9.600341345,37.85797439,22874,3084,778,85.55505685,11.53500898,2.909934171,26.05352591,33.60662702,40.33984707
4306,QLD,121923.0353,2.799169657,10.50300538,30.33596838,14948,316,91,97.34939759,2.057961576,0.592640834,25.40099361,50.81618169,23.7828247
4307,QLD,105148.722,2.41187384,10,26.92307692,601,6,0,99.01153213,0.988467875,0,40.76923077,41.73076923,17.5
4309,QLD,92967.20983,2.28086164,13.52785146,33.96226415,1424,0,0,100,0,0,47.75613887,37.34123624,14.90262489
4310,QLD,84183.5143,2.189295039,16.33333333,37.10144928,2575,106,9,95.72490706,3.940520446,0.334572491,51.1011236,31.1011236,17.79775281
4311,QLD,84168.95167,2.199447514,15.48183254,44.01114206,4070,107,7,97.27533461,2.557361377,0.167304015,35.22920204,42.04867006,22.7221279
4312,QLD,72015.74879,1.979816514,16.35687732,50,1385,17,0,98.7874465,1.212553495,0,52.84249767,29.63653308,17.52096925
4313,QLD,69820.59641,2.005382131,17.87234043,38.92215569,1100,40,11,95.56907037,3.475238923,0.955690704,48.89624724,29.91169978,21.19205298
4314,QLD,61358.09711,1.75238795,22.10144928,40.8839779,1840,10,0,99.45945946,0.540540541,0,58.4962406,25.56390977,15.93984962
4340,QLD,90849.17992,2.202611219,14.70588235,40.03759398,2346,133,11,94.21686747,5.341365462,0.441767068,35.05718548,34.70909995,30.23371457
4341,QLD,88397.50339,2.28696585,13.96989652,42.21585482,6114,188,18,96.74050633,2.974683544,0.284810127,32.89932147,45.16779754,21.93288098
4342,QLD,83692.1629,2.171974522,15.2866242,42.30769231,1065,12,6,98.33795014,1.108033241,0.55401662,37.01298701,38.96103896,24.02597403
4343,QLD,87418.44594,2.16892725,14.52736318,31.6680779,4006,450,157,86.84153479,9.755040104,3.403425103,35.02257903,30.38133467,34.5960863
4344,QLD,97947.34511,2.420242024,10.79365079,32.90322581,1053,32,0,97.05069124,2.949308756,0,35.66591422,43.22799097,21.10609481
4346,QLD,97793.42609,2.393617021,15.38461538,42.1875,424,0,0,100,0,0,35.50135501,46.0704607,18.42818428
4347,QLD,87043.79524,2.235789474,18.40490798,29.72972973,521,3,0,99.42748092,0.572519084,0,42.11663067,40.82073434,17.06263499
4350,QLD,92825.13937,2.269636815,10.23099466,34.31933215,37745,9363,2905,75.4703777,18.72113251,5.808489793,31.21435143,30.00919963,38.77644894
4352,QLD,115937.595,2.762940662,10.43062201,25.62651576,11146,278,28,97.32797765,2.427523577,0.244498778,37.87162827,47.912975,14.21539673
4353,QLD,89925.6,2.393442623,25.71428571,30,153,0,0,100,0,0,50.43478261,37.39130435,12.17391304
4354,QLD,82357.58189,2.10816777,13.7254902,34.92063492,516,3,3,98.85057471,0.574712644,0.574712644,41.13636364,41.13636364,17.72727273
4355,QLD,67027.62161,1.89298893,14.64435146,39.80582524,1250,45,9,95.85889571,3.450920245,0.690184049,51.38490926,26.17000955,22.44508118
4356,QLD,90823.205,2.257755217,13.77245509,32.11267606,1981,99,5,95.01199041,4.748201439,0.239808153,40.25897587,34.9617422,24.77928193
4357,QLD,77797.46629,1.950323974,10.98265896,24.1025641,1135,35,0,97.00854701,2.991452991,0,48.62183021,24.03528115,27.34288864
4358,QLD,100118.4532,2.434489403,11.14130435,25.78397213,1135,81,5,92.95659296,6.633906634,0.40950041,26.92307692,42.11045365,30.96646943
4359,QLD,101558.2031,2.41322314,9.142857143,37.77777778,558,9,0,98.41269841,1.587301587,0,40.9190372,47.48358862,11.59737418
4360,QLD,88275.72143,2.158139535,25.75757576,37.93103448,257,0,0,100,0,0,46.34146341,36.58536585,17.07317073
4361,QLD,76824.369,2.103182257,19.17293233,41.26984127,1131,35,7,96.41943734,2.983802217,0.596760443,45.23326572,32.35294118,22.4137931
4362,QLD,75736.50868,2.110997963,22.59259259,37.70491803,1169,34,0,97.17373234,2.826267664,0,50.56876939,33.71251293,15.71871768
4363,QLD,87780.47917,2.411764706,15.625,21.21212121,238,0,0,100,0,0,34.7826087,41.30434783,23.91304348
4364,QLD,91117.68182,2.258064516,0,0,79,0,0,100,0,0,48,16,36
4365,QLD,65806.00694,1.883928571,26.98412698,31.25,343,0,0,100,0,0,52.55813953,30.69767442,16.74418605
4370,QLD,76788.60613,2.046940714,13.75947996,38.17708333,7715,805,153,88.95422576,9.281678773,1.764095469,39.74323193,29.91906224,30.33770583
4371,QLD,78434.59163,2.238095238,17.07317073,33.33333333,326,0,0,100,0,0,55.10948905,33.94160584,10.94890511
4372,QLD,82294.14286,2.053571429,18.75,,74,0,0,100,0,0,63.15789474,36.84210526,0
4373,QLD,73435.46622,1.877862595,14.81481481,47.05882353,486,14,0,97.2,2.8,0,49.87212276,24.04092072,26.08695652
4374,QLD,70183.57669,2.175,9.523809524,38.0952381,212,4,0,98.14814815,1.851851852,0,50,30.48780488,19.51219512
4376,QLD,63710.17213,2,15.15151515,48,155,0,0,100,0,0,46.15384615,29.05982906,24.78632479
4378,QLD,94913.80495,2.333333333,12.28070175,41.93548387,230,0,0,100,0,0,47.89473684,31.05263158,21.05263158
4381,QLD,74868.23261,2.137651822,19.17808219,33.33333333,326,3,0,99.0881459,0.911854103,0,46.93877551,34.28571429,18.7755102
4382,QLD,85463.78571,2.386243386,8.823529412,28.57142857,238,3,0,98.75518672,1.244813278,0,59.66850829,25.96685083,14.36464088
4384,QLD,53819.5,2,,0,25,0,0,100,0,0,80,0,20
4387,QLD,69262.06873,1.853383459,15.23809524,37.3015873,641,26,13,94.26470588,3.823529412,1.911764706,44.50867052,25.24084778,30.2504817
4388,QLD,60596.29435,1.681481481,14.28571429,21.21212121,160,0,0,100,0,0,49.24242424,21.21212121,29.54545455
4390,QLD,100552.974,2.332199064,11.66380789,28.57142857,2426,266,176,84.58856346,9.274755927,6.136680614,32.83067643,30.76260233,36.40672124
4400,QLD,93464.33716,2.428767123,11.00917431,28.84615385,797,0,0,100,0,0,29.36288089,54.0166205,16.62049861
4401,QLD,82425.7552,2.005368472,12.65060241,29.5221843,2211,142,0,93.96515087,6.034849129,0,35.92184369,30.06012024,34.01803607
4402,QLD,51537,1.596491228,0,0,149,0,0,100,0,0,69.44444444,21.2962963,9.259259259
4403,QLD,87669.249,2.145907473,11.32075472,18,352,0,0,100,0,0,44.85596708,28.80658436,26.33744856
4404,QLD,87264.07595,2.603773585,25,0,212,0,0,100,0,0,45.94594595,29.05405405,25
4405,QLD,92896.88241,2.193280632,9.661835749,27.01986755,5561,496,17,91.55416529,8.165953243,0.279881462,31.42065691,33.61693708,34.96240602
4406,QLD,91455.66959,2.373056995,20.6185567,12.5,767,27,0,96.59949622,3.400503778,0,50,25.50200803,24.49799197
4407,QLD,80091.55298,2.038461538,0,12.82051282,223,3,0,98.67256637,1.327433628,0,50,19.23076923,30.76923077
4408,QLD,71987.04167,2.091743119,13.20754717,15.38461538,251,16,0,94.00749064,5.992509363,0,47.86729858,31.7535545,20.37914692
4410,QLD,66083.95536,1.85260771,13.15789474,26.74418605,569,10,0,98.27288428,1.727115717,0,52.98329356,22.67303103,24.34367542
4411,QLD,90861.89412,2.305263158,15.78947368,42.85714286,149,0,0,100,0,0,48.7804878,28.04878049,23.17073171
