POA_CODE,STATE,Weighted average income,Weighted average IRSAD quartile,Mortgage percentage unaffordability,Rent percentage unaffordability,House,Semi-detached,Apartment,House percentage,Semi-detached percentrage,Apartment percentage,Owned outright percentage,Mortage percentage,Renting percentage
3752,VIC,118805.7717,2.806778389,17.12692512,30.11250827,7097,1356,41,83.5530963,15.96421003,0.482693666,24.42070031,54.09371782,21.48558187
3753,VIC,127552.8028,2.998556999,17.95817958,34.84162896,1520,12,0,99.21671018,0.783289817,0,15.90413943,66.52142338,17.57443718
3754,VIC,117747.0424,2.875254363,17.10400763,33.38865837,15950,1252,162,91.85671504,7.210320203,0.932964755,17.20349093,58.0649212,24.73158787
3755,VIC,103245.8986,2.505882353,19.23076923,50,101,0,0,100,0,0,55.2238806,34.32835821,10.44776119
3756,VIC,109498.0175,2.678279486,17.62894534,34.10283316,5229,429,9,92.27104288,7.570142933,0.158814187,20.74309557,58.25551361,21.00139082
3757,VIC,107034.4547,2.564031008,17.99844841,43.2642487,3358,276,39,91.42390417,7.514293493,1.061802341,38.626339,47.79458097,13.57908003
3758,VIC,118065.6289,2.774509804,17.97752809,23.68421053,799,0,0,100,0,0,35.45586107,58.03183792,6.512301013
3759,VIC,146938.6913,3.130311615,19.25925926,50,386,0,0,100,0,0,46.24277457,48.55491329,5.202312139
3760,VIC,134449.5,3.243478261,8.333333333,0,123,0,0,100,0,0,47.16981132,49.05660377,3.773584906
3761,VIC,136153.3442,2.934177215,15.38461538,47.61904762,461,0,0,100,0,0,47.54521964,47.28682171,5.167958656
3762,VIC,152664.7174,3.057142857,31.57894737,,61,0,0,100,0,0,43.18181818,40.90909091,15.90909091
3763,VIC,100194.4616,2.644480519,18.56677524,31.25,712,9,0,98.7517337,1.248266297,0,35.23489933,59.06040268,5.704697987
3764,VIC,100399.8523,2.459167545,15.58441558,36.08903021,3777,478,34,88.06248543,11.144789,0.792725577,35.04531722,45.39961549,19.55506729
3765,VIC,120480.2739,2.763918861,11.24763705,36.68639053,2263,122,113,90.59247398,4.883907126,4.523618895,37.71224307,53.39588919,8.891867739
3766,VIC,123837.0934,2.968085106,11.76470588,50,551,0,0,100,0,0,37.44588745,56.06060606,6.493506494
3767,VIC,117992.736,2.869098712,16.83168317,25.64102564,520,7,0,98.67172676,1.328273245,0,40.86956522,50,9.130434783
3770,VIC,119237.1477,2.704174229,20.46908316,36.03603604,1206,4,4,99.34102142,0.329489292,0.329489292,37.11911357,50.13850416,12.74238227
3775,VIC,120065.9599,2.682517483,20.39355993,30,1545,89,0,94.55324357,5.446756426,0,42.35963042,46.41080313,11.22956645
3777,VIC,97474.16076,2.429582621,16.81528662,39.01098901,4325,340,16,92.39478744,7.263405255,0.341807306,41.39121855,43.06857425,15.5402072
3778,VIC,76423.78788,2.329411765,21.42857143,0,110,0,0,100,0,0,50.68493151,42.46575342,6.849315068
3779,VIC,72325.64039,2.055045872,17.07317073,45.94594595,362,6,0,98.36956522,1.630434783,0,58.06451613,19.35483871,22.58064516
3781,VIC,110455.5691,2.7248501,14.25206125,37.96296296,1719,0,0,100,0,0,26.29781421,66.18852459,7.513661202
3782,VIC,125750.6223,2.849871842,13.92914654,44.19889503,2925,26,20,98.45169976,0.87512622,0.673174015,39.56166419,52.67459138,7.763744428
3783,VIC,117300.3241,2.723404255,13.75661376,38.54166667,925,0,12,98.71931697,0,1.280683031,33.80645161,54.19354839,12
3785,VIC,131819.5,2.869565217,0,,30,0,0,100,0,0,42.10526316,57.89473684,0
3786,VIC,142667.777,3.076045627,17.71653543,35.29411765,592,0,0,100,0,0,36.62239089,56.35673624,7.020872865
3787,VIC,127155.0655,2.941504178,20,37.5,407,0,0,100,0,0,41.66666667,48.33333333,10
3788,VIC,124419.8317,2.874617737,16.24548736,43.07692308,765,8,0,98.96507115,1.034928849,0,39.56043956,48.50863422,11.93092622
3789,VIC,137341.5625,2.91588785,8.333333333,0,129,0,0,100,0,0,46.15384615,45.19230769,8.653846154
3791,VIC,117538.7178,2.914700544,20.88353414,46.51162791,592,9,0,98.50249584,1.49750416,0,42.01834862,49.5412844,8.440366972
3792,VIC,122136.5427,2.921832884,16.09195402,30.76923077,400,0,0,100,0,0,41.46341463,51.76151762,6.775067751
3793,VIC,106906.5702,2.621247113,18.12977099,46.47058824,1359,48,0,96.58848614,3.411513859,0,39.23444976,45.77352472,14.99202552
3795,VIC,127943.0391,2.76097561,17.56756757,32.55813953,455,0,0,100,0,0,45.52429668,42.45524297,12.02046036
3796,VIC,115613.3886,2.745616642,14.33713257,35.10638298,3488,73,3,97.86756453,2.048260382,0.084175084,32.94514251,57.46245786,9.592399632
3797,VIC,87814.67482,2.301115242,21.12676056,54.54545455,1349,128,40,88.92551088,8.437705999,2.636783125,40.13761468,43.65443425,16.20795107
3799,VIC,78538.86488,2.213630406,20.81497797,46.09929078,2907,10,21,98.94486045,0.340367597,0.714771954,39.76816763,46.41105662,13.82077575
3802,VIC,104090.6052,2.601301464,20.96937058,33.28324568,7595,1057,9,87.69195243,12.20413347,0.103914098,37.89674952,42.97004461,19.13320586
3803,VIC,90672.53216,2.370233352,25.05836576,36.17283951,2977,834,49,77.12435233,21.60621762,1.269430052,30.25851939,42.71445358,27.02702703
3804,VIC,152245.6816,3.125,19.82591876,28.08988764,2506,13,5,99.28684628,0.515055468,0.198098257,42.42160279,53.04878049,4.529616725
3805,VIC,112191.348,2.684661958,18.99587861,34.81947484,17645,1129,280,92.60522725,5.925265036,1.469507715,25.4402462,51.33641078,23.22334302
3806,VIC,124964.3727,2.831851588,16.02178275,30.08323424,16193,2026,68,88.54924263,11.07890851,0.371848854,29.93975537,47.53240431,22.52784032
3807,VIC,135442.0659,2.853280318,13.29787234,37.70053476,2319,270,0,89.57126304,10.42873696,0,33.57400722,50.18050542,16.24548736
3808,VIC,158812.1118,3.178649237,13.33333333,22.5,1031,0,0,100,0,0,40.35476718,55.32150776,4.323725055
3809,VIC,118379.6486,2.918873668,16.04542807,27.99013564,6549,451,8,93.45034247,6.435502283,0.114155251,14.59944324,58.25858336,27.1419734
3810,VIC,98192.66962,2.490615196,18.39443742,35.40076336,17781,2663,145,86.36164942,12.93409102,0.704259556,20.21541011,48.06959403,31.71499586
3812,VIC,118489.37,2.701664533,19.60784314,32.63157895,891,3,3,99.33110368,0.334448161,0.334448161,38.01324503,47.54966887,14.43708609
3813,VIC,121880.2211,2.65,17.07317073,21.62162162,359,0,0,100,0,0,36.30136986,48.63013699,15.06849315
3814,VIC,101855.9125,2.577367206,16.71388102,35.55555556,947,8,40,95.1758794,0.804020101,4.020100503,39.19239905,48.6935867,12.11401425
3815,VIC,114422.0941,2.649210308,16.26168224,32.38095238,1352,21,0,98.47050255,1.529497451,0,36.40275387,52.40963855,11.18760757
3816,VIC,91439.91891,2.334825425,16.9197397,40.625,1192,58,36,92.69051322,4.510108865,2.799377916,30.16605166,49.35424354,20.4797048
3818,VIC,91467.21239,2.355718292,14.52464789,38.53288364,6476,335,280,91.32703427,4.724298406,3.948667325,38.09219971,41.0751316,20.83266869
3820,VIC,99671.21957,2.455209995,11.78797468,35.68196509,7310,479,381,89.47368421,5.862913097,4.663402693,38.64498645,38.23848238,23.11653117
3821,VIC,112667.0989,2.744701349,15.38461538,35.38461538,1238,0,0,100,0,0,50.34550839,41.75715696,7.89733465
3822,VIC,110881.3482,2.580060423,13.91304348,30,333,41,0,89.03743316,10.96256684,0,44.5482866,47.04049844,8.411214953
3823,VIC,92901.43495,2.340855107,15.86206897,31.31313131,927,11,7,98.0952381,1.164021164,0.740740741,46.26682987,39.77968176,13.95348837
3824,VIC,96087.23309,2.345111326,13.16568047,34.48275862,2208,125,7,94.35897436,5.341880342,0.299145299,42.65803883,38.1284221,19.21353907
3825,VIC,76665.48722,1.941040729,10.90448014,40.50509956,8822,1158,327,85.5923159,11.23508295,3.172601145,40.55753262,31.95729537,27.485172
3831,VIC,95666.67078,2.452112676,18.65079365,23.68421053,834,12,18,96.52777778,1.388888889,2.083333333,48.56321839,39.79885057,11.63793103
3832,VIC,80573.53,2.212389381,31.25,100,131,0,0,100,0,0,54.36893204,36.89320388,8.737864078
3833,VIC,65930.7305,1.9453125,21.875,30,245,4,0,98.3935743,1.606425703,0,61.71875,28.90625,9.375
3835,VIC,88892.91566,2.367021277,10,25,216,0,0,100,0,0,50.86705202,36.41618497,12.71676301
3840,VIC,74867.30716,1.880106968,11.35531136,38.55088496,7012,502,580,86.63207314,6.202125031,7.165801829,40.46032707,28.81586917,30.72380376
3842,VIC,77114.10344,1.969633508,9.369024857,36.29489603,2112,23,67,95.91280654,1.044504995,3.042688465,38.97679325,30.95991561,30.06329114
3844,VIC,99396.79627,2.331727175,9.447459299,30.76923077,11806,624,1247,86.32009944,4.562404036,9.117496527,36.49844132,38.83225209,24.6693066
3847,VIC,89641.35789,2.198830409,16.42857143,40,948,40,0,95.951417,4.048582996,0,42.04685573,42.41676942,15.53637485
3850,VIC,90659.04017,2.208380705,10.01832621,35.1800554,6020,585,504,84.68138979,8.229005486,7.089604726,36.32345719,30.38140449,33.29513832
3851,VIC,86023.05528,2.210158434,14.09836066,37.5,4316,163,12,96.10331775,3.629481185,0.267201069,56.10098177,34.87611033,9.022907901
3852,VIC,#DIV/0!,2.384615385,,,11,0,0,100,0,0,62.5,37.5,0
3854,VIC,113082.4519,2.615686275,13.97849462,22.5,556,3,7,98.23321555,0.530035336,1.236749117,46.06060606,44.24242424,9.696969697
3856,VIC,108968.3047,2.587601078,14.60674157,27.27272727,443,10,0,97.79249448,2.207505519,0,40.39548023,55.93220339,3.672316384
3857,VIC,98439.02941,2.427419355,0,33.33333333,168,0,0,100,0,0,55.73770492,35.24590164,9.016393443
3858,VIC,83533.66182,2.122359155,12.53644315,34.16149068,1435,3,49,96.50302623,0.201748487,3.295225286,46.78308824,35.66176471,17.55514706
3859,VIC,101887.0176,2.406060606,19.60784314,29.16666667,414,0,0,100,0,0,44.29967427,37.78501629,17.91530945
3860,VIC,85706.7925,2.205384881,10.53763441,40.2892562,3415,0,161,95.49776286,0,4.502237136,42.63456091,37.74787535,19.61756374
3862,VIC,87310.05582,2.390497402,12.88981289,31.20567376,1520,0,42,97.31113956,0,2.688860435,44.40270473,42.90007513,12.69722014
3864,VIC,74813.58451,2.301204819,0,0,112,0,0,100,0,0,52.22222222,38.88888889,8.888888889
3865,VIC,85078.11272,2.077319588,7.692307692,20,215,5,0,97.72727273,2.272727273,0,44.86486486,41.08108108,14.05405405
3869,VIC,103132.1436,2.48861912,10.19607843,30.88235294,738,3,0,99.5951417,0.4048583,0,43.56589147,44.18604651,12.24806202
3870,VIC,80839.36164,2.345924453,14.60674157,30.76923077,637,7,0,98.91304348,1.086956522,0,50,40.16064257,9.83935743
3871,VIC,88769.71334,2.367965368,14.20765027,39.02439024,1329,47,0,96.58430233,3.415697674,0,50.26501767,37.8975265,11.83745583
3873,VIC,86550.88991,2.27027027,18.60465116,0,141,0,0,100,0,0,50.90909091,40.90909091,8.181818182
3874,VIC,68595.36415,2.107279693,12.30769231,23.80952381,455,3,0,99.34497817,0.655021834,0,59.09090909,29.16666667,11.74242424
3875,VIC,81745.34844,2.147664747,12.66063779,37.10181137,8088,901,116,88.83031301,9.895661724,1.274025261,44.46492036,31.30182967,24.23324997
3878,VIC,80488.23054,2.187956204,14.18918919,46.2962963,668,22,7,95.83931133,3.156384505,1.004304161,58.08270677,30.82706767,11.09022556
3880,VIC,72533.31432,1.941836735,13.84615385,41.76829268,2437,280,31,88.68267831,10.18922853,1.128093159,60.98178138,19.58502024,19.43319838
3882,VIC,89291.78864,2.429718876,11.44578313,34.375,537,0,0,100,0,0,52.5,40.41666667,7.083333333
3885,VIC,80626.47333,2.283765348,11.71171171,31.94444444,933,17,3,97.90136411,1.783840504,0.314795383,49.29971989,38.51540616,12.18487395
3886,VIC,76963.03716,2.026490066,14.70588235,37.5,182,7,0,96.2962963,3.703703704,0,58.21917808,28.76712329,13.01369863
3887,VIC,54582.83333,2.053571429,35,71.42857143,157,0,0,100,0,0,55.10204082,34.69387755,10.20408163
3888,VIC,66075.92537,1.893877551,13.2,33.33333333,1925,67,25,95.43877045,3.321764998,1.239464551,58.01630435,21.80706522,20.17663043
3889,VIC,39956.44444,1.710526316,0,100,136,0,0,100,0,0,63.75,31.25,5
3890,VIC,51166.69922,1.678082192,0,11.76470588,216,15,0,93.50649351,6.493506494,0,56.11510791,15.82733813,28.05755396
3891,VIC,62932.83333,2.169811321,0,,68,0,0,100,0,0,75,25,0
3892,VIC,76229.74761,2.032323232,20.45454545,36.23188406,717,22,0,97.02300406,2.97699594,0,61.25244618,20.35225049,18.39530333
3893,VIC,#DIV/0!,3.384615385,,,18,0,0,100,0,0,100,0,0
3895,VIC,75823.46196,2.033333333,27.77777778,0,146,0,0,100,0,0,63.95348837,24.41860465,11.62790698
3896,VIC,74348.47163,2.244755245,15.625,15,231,0,13,94.67213115,0,5.327868852,59.57446809,24.82269504,15.60283688
3898,VIC,110246.289,2.217898833,25.86206897,33.33333333,530,21,14,93.80530973,3.716814159,2.477876106,51.64835165,28.20512821,20.14652015
3900,VIC,56147.11905,2.054054054,0,0,108,0,0,100,0,0,69.56521739,18.84057971,11.5942029
3902,VIC,71162.76506,2.052941176,9.090909091,0,179,0,0,100,0,0,66.28571429,28.57142857,5.142857143
3903,VIC,69797.56086,2.098837209,9.090909091,47.5,343,0,0,100,0,0,53.13432836,34.32835821,12.53731343
3904,VIC,86638.65693,2.252487562,19.2513369,33.64485981,1181,19,0,98.41666667,1.583333333,0,59.2503023,26.1185006,14.6311971
3909,VIC,68990.50015,1.924177396,17.96982167,41.16809117,4269,476,79,88.49502488,9.867330017,1.637645108,51.36390017,24.46314568,24.17295415
3910,VIC,112254.5111,2.598188022,13.59173127,41.64874552,7429,1427,17,83.72591006,16.08249746,0.191592472,30.70960048,51.11508646,18.17531306
3911,VIC,110176.1137,2.552099533,14.78873239,29.65517241,1264,135,4,90.09265859,9.622238061,0.28510335,37.05463183,49.40617577,13.5391924
3912,VIC,109430.1649,2.579618979,15.78947368,42.27642276,5114,856,37,85.13401032,14.25004162,0.615948061,34.76490189,49.94446501,15.2906331
3913,VIC,111511.5052,2.619124797,15.96958175,38.84892086,1189,140,7,88.99700599,10.47904192,0.523952096,36.97270471,49.21422663,13.81306865
3915,VIC,81187.79015,2.045337696,19.38361719,42.98018949,3519,1197,66,73.58845671,25.03136763,1.380175659,34.38935913,33.808948,31.80169287
3916,VIC,150869.0919,2.863291139,18.05555556,30.23255814,810,0,0,100,0,0,65.25821596,21.83098592,12.91079812
3918,VIC,98434.07835,2.475015423,18.84550085,38.23529412,1633,99,3,94.12103746,5.706051873,0.172910663,43.68932039,43.62459547,12.68608414
3919,VIC,87845.01931,2.286840032,17.78584392,44.03669725,1121,266,3,80.64748201,19.13669065,0.215827338,30.68910256,50.48076923,18.83012821
3920,VIC,125927.2108,2.533333333,,6.741573034,97,9,0,91.50943396,8.490566038,0,0,0,100
3921,VIC,67074.5,2.203125,0,,125,0,0,100,0,0,81.63265306,12.24489796,6.12244898
3922,VIC,80219.43407,2.141406817,19.08237748,49.07621247,8653,736,339,88.94942434,7.565789474,3.484786184,48.42180775,27.40315638,24.17503587
3923,VIC,87904.86792,2.31626506,9.210526316,33.33333333,577,19,7,95.68822554,3.150912106,1.160862355,61.02719033,27.19033233,11.78247734
3925,VIC,95369.98382,2.368328446,14.52282158,37.80487805,2730,319,148,85.39255552,9.978104473,4.629340006,44.65008676,33.89242337,21.45748988
3926,VIC,126744.6915,2.760574621,15.76086957,41.59292035,1850,43,4,97.5224038,2.266736953,0.210859251,55.23581135,34.45243805,10.3117506
3927,VIC,125251.3725,2.726086957,10.36585366,38.75,1210,17,0,98.61450693,1.385493073,0,60.13986014,27.41258741,12.44755245
3928,VIC,164435.7207,2.86440678,30.76923077,65,284,5,0,98.26989619,1.730103806,0,57.77777778,31.66666667,10.55555556
3929,VIC,153884.9624,2.745920746,28.16901408,44.44444444,984,0,29,97.13721619,0,2.86278381,67.15789474,21.68421053,11.15789474
3930,VIC,154495.8617,3.021422862,14.95327103,42.73504274,6289,258,321,91.56959814,3.756552126,4.673849738,46.30167959,45.04198966,8.656330749
3931,VIC,99882.17018,2.362105263,15.43601737,40.52579365,9038,1408,1343,76.66468742,11.94333701,11.39197557,43.84892807,33.50030054,22.65077139
3933,VIC,157005.034,2.919075145,26.92307692,33.33333333,379,0,4,98.95561358,0,1.044386423,50.30487805,38.1097561,11.58536585
3934,VIC,128180.8421,2.771942343,14.13333333,34.49612403,7214,1234,21,85.18124926,14.57078758,0.24796316,44.1727672,43.17715959,12.65007321
3936,VIC,95509.68925,2.305084746,19.23920995,41.92439863,7169,1348,194,82.2982436,15.47468718,2.227069223,45.1606733,29.95409334,24.88523336
3937,VIC,154058.3767,2.998275862,22.29299363,41.53846154,896,6,0,99.33481153,0.66518847,0,55.87248322,32.38255034,11.74496644
3938,VIC,101542.7254,2.42406015,17.71771772,45.05494505,1980,122,26,93.04511278,5.733082707,1.221804511,55.10510511,29.5045045,15.39039039
3939,VIC,85510.62767,2.138506724,18.11722913,47.63888889,8507,735,292,89.22802601,7.709251101,3.062722887,44.05307218,30.37434844,25.57257937
3940,VIC,65448.16521,1.851660198,25.6281407,50.42881647,2816,725,166,75.96439169,19.55759374,4.478014567,44.34250765,23.13965341,32.51783894
3941,VIC,95653.57267,2.297578509,19.24914676,47.92060491,11553,387,22,96.58083932,3.235244942,0.183915733,45.03348214,32.86830357,22.09821429
3942,VIC,117782.7358,2.470175439,20.08547009,37.5,3479,39,10,98.61111111,1.105442177,0.283446712,59.61383749,26.46822204,13.91794047
3943,VIC,140242.1443,2.581339713,21.67832168,41.11111111,2932,57,111,94.58064516,1.838709677,3.580645161,67.20430108,20.43010753,12.3655914
3944,VIC,183085.0267,2.875739645,22.22222222,36.84210526,1355,32,64,93.38387319,2.205375603,4.410751206,72.83372365,20.84309133,6.323185012
3945,VIC,96847.72603,2.538461538,22.81879195,41.93548387,497,0,0,100,0,0,46.27249357,43.18766067,10.53984576
3946,VIC,107010.6239,2.49137931,23.07692308,21.42857143,148,0,0,100,0,0,47.89915966,39.49579832,12.60504202
3950,VIC,82057.21572,2.178075397,14.3525741,40.69767442,2177,185,0,92.16765453,7.83234547,0,43.4256927,36.97732997,19.59697733
3951,VIC,99245.77463,2.657458564,17.54385965,20,465,0,0,100,0,0,53.58166189,39.54154728,6.876790831
3953,VIC,87879.5209,2.238778055,13.95089286,36.29893238,3583,93,39,96.44683715,2.503364738,1.049798116,47.02858978,32.54095728,20.43045294
3954,VIC,109872.9101,2.681481481,13.95348837,30,166,0,0,100,0,0,56.29139073,35.7615894,7.947019868
3956,VIC,87818.05431,2.24201278,20.63953488,43.05555556,3080,28,3,99.00353584,0.900032144,0.096432015,53.79844961,32.71317829,13.48837209
3957,VIC,91516.72043,2.588235294,10.81081081,100,133,0,0,100,0,0,46.72897196,42.99065421,10.28037383
3958,VIC,91663.06771,2.64893617,0,33.33333333,148,0,0,100,0,0,45.16129032,40.86021505,13.97849462
3959,VIC,100665.8125,2.403292181,20,27.77777778,1312,13,4,98.72084274,0.978179082,0.300978179,63.11637081,27.02169625,9.861932939
3960,VIC,75677.60519,2.113028473,14.57286432,37.68844221,1459,38,74,92.87078294,2.418841502,4.710375557,58.53658537,22.03832753,19.42508711
3962,VIC,62785.08924,2.0375,17.5257732,35.71428571,536,0,9,98.34862385,0,1.651376147,51.12781955,32.0802005,16.79197995
3964,VIC,80230.38272,1.87012987,0,50,105,0,0,100,0,0,50,37.5,12.5
3965,VIC,55860.90099,1.79,21.73913043,44.44444444,242,0,0,100,0,0,65.04854369,27.18446602,7.766990291
3966,VIC,83441.66422,2.08411215,21.66666667,31.57894737,303,0,0,100,0,0,54.28571429,35.23809524,10.47619048
3967,VIC,61460.65278,2.041666667,50,0,66,0,0,100,0,0,51.02040816,16.32653061,32.65306122
3971,VIC,70468.49365,1.992562929,14.53634085,35.2,2164,100,73,92.59734703,4.278990158,3.123662816,55.57522124,26.54867257,17.87610619
3975,VIC,130323.4636,3.105080596,19.80589504,27.57111597,4861,334,30,93.03349282,6.392344498,0.574162679,14.84310487,64.43022296,20.72667217
3976,VIC,92966.41495,2.346144057,23.47629797,35.72474378,7980,567,68,92.62913523,6.581543819,0.789320952,24.08109876,46.14780903,29.77109222
3977,VIC,108457.545,2.670774745,19.86607143,33.22160629,34399,4404,604,87.29159794,11.17567945,1.532722613,19.45324881,56.18349559,24.3632556
3978,VIC,119508.536,3.064857761,23.34490294,29.74153622,13436,378,8,97.2073506,2.734770655,0.057878744,9.015617605,67.44754693,23.53683546
3979,VIC,92605.39496,2.709401709,17.77777778,40,157,0,0,100,0,0,48.64864865,41.44144144,9.90990991
3980,VIC,106032.7561,2.488815244,19.03052065,39.39393939,1359,0,6,99.56043956,0,0.43956044,32.01013514,55.40540541,12.58445946
3981,VIC,101414.0285,2.469088937,20.74534161,40.14084507,1904,13,153,91.98067633,0.628019324,7.391304348,30.95370887,51.64528723,17.4010039
3984,VIC,82706.97077,2.210344828,16.63533835,43.02600473,3863,28,51,97.99594115,0.71029934,1.293759513,39.51185002,43.65051291,16.83763707
3987,VIC,103164.8134,2.634387352,15.41501976,48.38709677,592,4,0,99.32885906,0.67114094,0,35.41247485,57.74647887,6.841046278
3988,VIC,103202.5082,2.488833747,16.27906977,40.625,482,0,0,100,0,0,50.39577836,40.36939314,9.234828496
3990,VIC,77437.33784,2.744680851,23.07692308,100,56,0,0,100,0,0,53.65853659,39.02439024,7.317073171
3991,VIC,78200.3252,2.185430464,23.80952381,66.66666667,200,3,0,98.52216749,1.477832512,0,48.90510949,37.22627737,13.86861314
3992,VIC,86656.89615,2.416334661,21.93877551,34,603,0,0,100,0,0,40,47.70833333,12.29166667
3995,VIC,73607.78646,2.022194821,16.18037135,46.60852713,6018,326,31,94.4,5.11372549,0.48627451,48.31038798,27.49269921,24.19691281
3996,VIC,95200.24005,2.34501845,13.13131313,38.04100228,4318,393,28,91.11626926,8.292888795,0.59084195,56.33235725,25.21961933,18.44802343
4000,QLD,116591.3965,2.342611684,17.48304446,37.96107507,877,330,10618,7.416490486,2.790697674,89.79281184,15.05156976,16.58166157,68.36676867
4005,QLD,146142.5422,2.671346978,14.1723356,27.54277567,1623,341,8081,16.15729219,3.394723743,80.44798407,22.29031483,23.23960586,54.47007931
4006,QLD,114409.0832,2.326360827,13.13506815,31.69573857,620,359,14625,3.973340169,2.30069213,93.7259677,8.319987188,14.02946829,77.65054452
4007,QLD,141479.8459,2.634703196,19.22563418,31.61978661,2272,665,5316,27.52938325,8.057675997,64.41294075,24.63854524,25.08570577,50.27574899
4008,QLD,80396.38672,2.212389381,34.21052632,27.5862069,136,0,7,95.1048951,0,4.895104895,32.77310924,34.45378151,32.77310924
4009,QLD,#DIV/0!,#DIV/0!,,,3,0,0,100,0,0,100,0,0
4010,QLD,121248.2566,2.473778308,10.54313099,26.72955975,412,57,1575,20.15655577,2.788649706,77.05479452,14.45482866,20.68535826,64.85981308
4011,QLD,143658.8519,2.77650872,12.63959391,31.58121499,3490,777,2939,48.43186234,10.7826811,40.78545656,26.94113964,34.34564809,38.71321227
4012,QLD,125123.6606,2.626559356,9.696376102,28.51318945,5203,1210,4665,46.96696155,10.9225492,42.11048926,20.40443044,34.0310944,45.56447515
4013,QLD,128062.2865,2.614707405,10.69767442,28.57142857,1200,453,519,55.24861878,20.85635359,23.89502762,19.60478419,36.86947478,43.52574103
4014,QLD,134851.8311,2.807889126,10.12319229,28.63070539,4571,318,134,91.00139359,6.330877961,2.667728449,27.16475923,44.31008422,28.52515655
4017,QLD,115877.9531,2.59836125,9.755624515,36.25866051,12717,945,1097,86.16437428,6.402872823,7.432752897,31.44799761,43.02151823,25.53048416
4018,QLD,95827.34621,2.414954955,13.7599094,33.18410744,3651,2129,134,61.73486642,35.99932364,2.265809943,25.96282813,36.78865683,37.24851504
4019,QLD,86665.1376,2.136862566,14.48516579,45.03267974,6763,744,2256,69.27174024,7.62060842,23.10765134,31.02970068,30.10516584,38.86513348
4020,QLD,96427.49643,2.235541728,15.6640625,43.72770511,7577,1079,3757,61.04084428,8.692499799,30.26665593,37.30878187,27.24268178,35.44853636
4021,QLD,83292.9855,2.055388813,13.69721936,39.96641478,3077,861,94,76.31448413,21.35416667,2.331349206,33.42602892,30.22803115,36.34593993
4022,QLD,84722.76121,2.133760228,10.24,33.01687764,2086,837,93,69.16445623,27.75198939,3.083554377,31.46022952,27.1468144,41.39295607
4025,QLD,144146.5882,1.953125,66.66666667,17.64705882,305,0,3,99.02597403,0,0.974025974,46.66666667,4,49.33333333
4030,QLD,134910.2782,2.680727554,9.854771784,27.29357798,3653,403,4720,41.62488605,4.59206928,53.78304467,17.19811814,27.67903816,55.1228437
4031,QLD,136182.9893,2.742063492,9.587628866,28.35028748,3624,661,2084,56.90061234,10.37839535,32.72099231,20.18268048,36.74688214,43.07043738
4032,QLD,98618.99274,2.308547336,12.63223398,31.92360164,3630,1262,3783,41.8443804,14.54755043,43.60806916,22.84372904,23.54124748,53.61502347
4034,QLD,110031.0018,2.518796145,11.93014706,31.42636258,13734,3712,1582,72.17784318,19.50809334,8.314063485,31.61339333,34.93250745,33.45409922
4035,QLD,145611.1928,3.00064288,9.77893368,28.89221557,8354,1378,123,84.76915271,13.98274987,1.248097412,36.3142128,47.12082547,16.56496172
4036,QLD,107970.1762,2.564029364,12.43926142,31.21693122,2455,156,16,93.45260754,5.938332699,0.609059764,26.7052501,47.00289376,26.29185614
4037,QLD,154470.7289,3.219838057,8.124076809,20.96069869,2534,16,5,99.17808219,0.626223092,0.195694716,28.65853659,60.97560976,10.36585366
4051,QLD,148268.5956,2.842010611,9.037558685,27.03213611,7243,1680,3372,58.91012607,13.66409109,27.42578284,23.92905866,33.96998636,42.10095498
4053,QLD,127041.2863,2.725691174,8.664259928,27.7048901,14801,2460,2384,75.34232629,12.5222703,12.13540341,26.87219731,37.1132287,36.01457399
4054,QLD,114931.906,2.626654064,9.994848016,26.54135338,4814,672,166,85.17338995,11.8895966,2.937013447,29.53060012,41.79045356,28.67894633
4055,QLD,141795.7326,3.017814091,9.019131491,23.73572594,7363,186,252,94.38533521,2.384309704,3.230355083,32.06802721,49.26530612,18.66666667
4059,QLD,127613.7084,2.672070744,11.16427432,41.35258894,2677,430,3032,43.60645056,7.00439811,49.38915133,16.01113173,25.82560297,58.16326531
4060,QLD,172493.4437,3.099352052,9.551886792,31.07049608,3830,104,1085,76.31002192,2.072125921,21.61785216,31.6452945,40.86068246,27.49402304
4061,QLD,151994.7301,3.120934959,8.66305706,26.3803681,5708,453,62,91.72424875,7.279447212,0.996304033,39.39186881,45.11445166,15.49367954
4064,QLD,156980.0532,2.88846463,11.91709845,27.47111682,2853,476,2286,50.81032947,8.477292965,40.71237756,21.44446692,26.94719806,51.60833502
4065,QLD,188866.3227,3.227574272,9.288389513,27.01062215,3036,351,374,80.72321191,9.332624302,9.944163786,34.24135911,44.14176919,21.6168717
4066,QLD,130850.2555,2.716049383,13.13535123,34.17019027,2783,197,6085,30.70049641,2.173193602,67.12630998,22.40849757,24.36652163,53.2249808
4067,QLD,118590.1524,2.670663265,16.72131148,47.60638298,1441,301,2850,31.38066202,6.554878049,62.06445993,27.4929142,18.08812162,54.41896418
4068,QLD,135156.6968,2.865057818,13.0033557,35.15784114,4791,837,5425,43.345698,7.572604723,49.08169728,28.88934259,27.3274806,43.78317681
4069,QLD,172350.3212,3.282582531,11.40659341,30.16224189,11685,465,192,94.67671366,3.767622752,1.555663588,41.74672489,44.7860262,13.46724891
